id,n_items,total_weight,avg_size,std_size,skew_size,theo_min,opt_bins,waste_pct,solve_time_ms
255,13,436,33.53846153846154,16.98340064403762,0.363300749295229,5,5,12.8,0.012874603271484375
256,15,683,45.53333333333333,15.54655068158973,-0.2108168136414732,7,8,14.625,0.014066696166992188
257,14,421,30.071428571428573,15.769807011717461,0.9780313024966527,5,5,15.8,0.010013580322265625
258,11,419,38.09090909090909,14.889288401092548,-0.2593741217256433,5,5,16.2,0.010013580322265625
259,12,448,37.333333333333336,17.31700862963312,0.20862828137950393,5,5,10.4,0.010013580322265625
260,15,582,38.8,18.284263335291516,0.3652440808350647,6,7,16.857142857142858,0.010967254638671875
261,13,658,50.61538461538461,10.67347539103721,-0.10848476379496898,7,8,17.75,0.013113021850585938
262,11,506,46,15.433729296576379,-0.6480799105212383,6,6,15.666666666666668,0.009775161743164062
263,15,559,37.266666666666666,19.26309078696009,0.22826098189724467,6,6,6.833333333333333,0.013828277587890625
264,12,505,42.083333333333336,16.940850753206707,-0.22443638892246384,6,6,15.833333333333332,0.010967254638671875
265,13,505,38.84615384615385,15.967916550832767,-0.3476737355244596,6,6,15.833333333333332,0.008821487426757812
266,12,390,32.5,19.3602216365976,0.2193876059356375,4,5,22.0,0.010013580322265625
267,12,460,38.333333333333336,22.592570513871202,0.15044555541930693,5,5,8.0,0.010967254638671875
268,11,502,45.63636363636363,14.793733317001001,-0.2834796436502998,6,6,16.333333333333332,0.011920928955078125
269,13,511,39.30769230769231,17.815651430622342,-0.02010826692064439,6,6,14.833333333333334,0.010967254638671875
270,13,504,38.76923076923077,18.579351648868368,-0.28386367648282856,6,6,16.0,0.010013580322265625
271,13,519,39.92307692307692,17.769175269088596,0.44089522418353205,6,6,13.5,0.010967254638671875
272,10,481,48.1,21.61506676166213,-0.7503909852069632,5,7,31.285714285714285,0.010967254638671875
273,11,385,35,19.82422760159901,0.053558841542480015,4,4,3.75,0.009059906005859375
274,11,428,38.90909090909091,19.20653297945543,-0.06924793363596085,5,5,14.399999999999999,0.011920928955078125
275,11,509,46.27272727272727,14.464376302425965,-0.13226888120165442,6,6,15.166666666666668,0.010013580322265625
276,15,570,38,17.63924196622001,0.498294183915224,6,6,5.0,0.013113021850585938
277,14,656,46.857142857142854,16.90178480724239,-0.44629915852803703,7,8,18.0,0.016927719116210938
278,13,504,38.76923076923077,12.962470483115517,0.18863452239950473,6,6,16.0,0.010967254638671875
279,11,481,43.72727272727273,20.055377877721025,-0.1978508342988924,5,5,3.8,0.009059906005859375
280,13,454,34.92307692307692,14.767427774562606,0.6952932979762196,5,5,9.2,0.010013580322265625
281,12,435,36.25,18.081255990163353,-0.06860227872999525,5,5,13.0,0.010013580322265625
282,10,427,42.7,15.158789163019877,-0.32214771401796777,5,5,14.6,0.009059906005859375
283,12,518,43.166666666666664,22.06120961545331,-0.14383809169368914,6,6,13.666666666666666,0.013113021850585938
284,11,470,42.72727272727273,15.349859341967333,0.12379442241533523,5,5,6.0,0.011205673217773438
285,13,519,39.92307692307692,13.744462754515231,0.29650143572679294,6,6,13.5,0.010967254638671875
286,15,604,40.266666666666666,18.167736971529138,0.15985785604710903,7,7,13.714285714285715,0.014066696166992188
287,10,395,39.5,16.11934655416693,0.31458737456155084,4,5,21.0,0.0069141387939453125
288,12,509,42.416666666666664,15.090384255203608,0.3285190389535493,6,6,15.166666666666668,0.010013580322265625
289,13,550,42.30769230769231,15.477858461819018,-0.4278970550894046,6,6,8.333333333333332,0.013113021850585938
290,13,591,45.46153846153846,22.834970931356523,-0.42716490569179555,6,8,26.125,0.015735626220703125
291,15,474,31.6,18.5464667409032,0.33841638746917424,5,5,5.2,0.012159347534179688
292,12,504,42,20.445048300260872,-0.4534269027924664,6,6,16.0,0.011920928955078125
293,14,522,37.285714285714285,17.468338705866024,-0.3655153601488531,6,6,13.0,0.011920928955078125
294,13,521,40.07692307692308,21.429969429366665,0.20870048864065624,6,6,13.166666666666666,0.012874603271484375
295,12,463,38.583333333333336,14.380911169345497,0.2523855483063434,5,5,7.3999999999999995,0.010967254638671875
296,11,474,43.09090909090909,21.025957982715298,-0.45833801449386563,5,7,32.285714285714285,0.014066696166992188
297,13,457,35.15384615384615,16.652558131040777,-0.053536114956302686,5,5,8.6,0.011920928955078125
298,15,706,47.06666666666667,20.696675601467522,-0.4407541417424322,8,9,21.555555555555557,0.02288818359375
299,14,553,39.5,20.96792422138744,0.06592241825886598,6,6,7.833333333333334,0.013589859008789062
300,12,484,40.333333333333336,20.886417218911056,-0.06547658339823678,5,6,19.333333333333332,0.015020370483398438
301,11,507,46.09090909090909,14.355866713330446,0.11328787709416835,6,6,15.5,0.008821487426757812
302,15,532,35.46666666666667,18.642756795935007,0.17264580550115877,6,6,11.333333333333332,0.013828277587890625
303,14,563,40.214285714285715,14.744900403600152,-0.2269176649869126,6,6,6.166666666666667,0.011920928955078125
304,14,585,41.785714285714285,16.493255364768732,0.01666081653393325,6,7,16.428571428571427,0.013113021850585938
305,15,478,31.866666666666667,16.46583765023236,0.49026680301545655,5,6,20.333333333333332,0.013113021850585938
306,10,325,32.5,18.410443895909854,0.879021884330314,4,4,18.75,0.007152557373046875
307,13,436,33.53846153846154,14.186938738474582,-0.493386164776981,5,5,12.8,0.010013580322265625
308,12,516,43,19.940821538651903,-0.1940928242534197,6,6,14.000000000000002,0.011920928955078125
309,11,358,32.54545454545455,11.758942438532781,0.29809703561790984,4,4,10.5,0.007867813110351562
310,11,336,30.545454545454547,13.148107364663831,0.6587912137476414,4,4,16.0,0.008106231689453125
311,11,378,34.36363636363637,15.995453899609897,-0.1569534707602515,4,4,5.5,0.008106231689453125
312,13,629,48.38461538461539,14.852263921360393,-0.04653666849947269,7,7,10.142857142857142,0.014781951904296875
313,15,560,37.333333333333336,15.036463616663264,0.6229052574321962,6,6,6.666666666666667,0.013113021850585938
314,15,635,42.333333333333336,15.467323467170887,0.16955247663074768,7,7,9.285714285714286,0.011920928955078125
315,11,515,46.81818181818182,18.351120847611362,-0.5286128034217198,6,6,14.166666666666666,0.009775161743164062
316,15,675,45,17.79646834948681,-0.43148141168382587,7,8,15.625,0.019073486328125
317,15,559,37.266666666666666,13.37089946043094,0.003496364065772246,6,6,6.833333333333333,0.013113021850585938
318,14,709,50.642857142857146,16.434518751500043,-0.7532564350310753,8,9,21.22222222222222,0.015020370483398438
319,14,547,39.07142857142857,18.466036539942877,-0.17452035541246905,6,6,8.833333333333334,0.014781951904296875
320,15,559,37.266666666666666,16.524728943818314,-0.12420174518982857,6,6,6.833333333333333,0.014066696166992188
321,14,590,42.142857142857146,11.674147261608201,-0.4447887906298544,6,7,15.714285714285714,0.011920928955078125
322,12,439,36.583333333333336,22.362543087344367,0.33547549897595036,5,5,12.2,0.008821487426757812
323,12,447,37.25,12.469052599426819,0.22198065526852345,5,5,10.6,0.009298324584960938
324,15,543,36.2,19.763602910400724,0.08148749185220959,6,6,9.5,0.019311904907226562
325,11,432,39.27272727272727,15.033901084488411,0.415320086557287,5,5,13.600000000000001,0.008821487426757812
326,11,430,39.09090909090909,16.391793955845987,-0.27134069372023123,5,5,14.000000000000002,0.009775161743164062
327,14,556,39.714285714285715,17.45071553052976,-0.02621492772366373,6,6,7.333333333333333,0.015020370483398438
328,10,377,37.7,16.586808681064063,0.3180470935908978,4,4,5.75,0.008821487426757812
329,10,438,43.8,11.602681682362153,0.08329434476423532,5,5,12.4,0.0069141387939453125
330,13,561,43.15384615384615,15.905167681428543,-0.19376327945501556,6,6,6.5,0.013113021850585938
331,14,420,30,13.817491701574383,0.5679459427150944,5,5,16.0,0.010013580322265625
332,13,548,42.15384615384615,13.427869984018027,-0.13041093072537946,6,6,8.666666666666668,0.011920928955078125
333,11,366,33.27272727272727,15.362883252117156,0.40310070563559164,4,4,8.5,0.007867813110351562
334,12,472,39.333333333333336,17.295997084629587,0.03122733092267263,5,5,5.6000000000000005,0.009059906005859375
335,15,548,36.53333333333333,17.739651577616684,0.0020844721722499777,6,6,8.666666666666668,0.014066696166992188
336,12,521,43.416666666666664,13.852852238853743,-0.31486912117962007,6,6,13.166666666666666,0.011920928955078125
337,14,595,42.5,18.13093404187355,-0.4414643968600314,6,7,15.0,0.0152587890625
338,13,518,39.84615384615385,18.054760008772174,-0.04826236537461155,6,6,13.666666666666666,0.010967254638671875
339,12,523,43.583333333333336,20.357970667455284,-0.18648825043105677,6,6,12.833333333333332,0.014066696166992188
340,15,644,42.93333333333333,16.13986487227319,-0.2900420490367243,7,7,8.0,0.015020370483398438
341,10,374,37.4,11.384199576606166,0.004587254630491541,4,4,6.5,0.007152557373046875
342,12,583,48.583333333333336,18.990228747405542,-0.5962137178768692,6,7,16.714285714285715,0.011920928955078125
343,13,508,39.07692307692308,20.810500308183922,0.15569493753959435,6,6,15.333333333333332,0.014781951904296875
344,11,478,43.45454545454545,13.336893464099024,-0.31123130511701036,5,5,4.3999999999999995,0.007867813110351562
345,13,586,45.07692307692308,18.327854659240845,-0.4140357177629312,6,7,16.28571428571429,0.013828277587890625
346,12,552,46,19.581995441081723,-0.5582113146038857,6,7,21.142857142857142,0.014066696166992188
347,13,550,42.30769230769231,16.326790945072535,-0.21851494193310095,6,6,8.333333333333332,0.013113021850585938
348,13,530,40.76923076923077,14.872535348497502,0.26625739951873745,6,6,11.666666666666666,0.010013580322265625
349,15,569,37.93333333333333,21.66454202037008,0.03972600140573272,6,6,5.166666666666667,0.015020370483398438
350,10,430,43,20.138409955990955,0.0033058887276226087,5,5,14.000000000000002,0.010013580322265625
351,12,411,34.25,17.6229447544439,0.3470994055328569,5,5,17.8,0.010967254638671875
352,15,500,33.333333333333336,17.710637105046974,0.1753194017598557,5,6,16.666666666666664,0.014066696166992188
353,14,516,36.857142857142854,19.02167647249253,-0.03016014336582134,6,6,14.000000000000002,0.011682510375976562
354,13,412,31.692307692307693,18.199746405671956,0.7524412409258473,5,5,17.599999999999998,0.010967254638671875
355,13,547,42.07692307692308,19.695437451609354,-0.5048410267134917,6,7,21.857142857142858,0.014066696166992188
356,15,627,41.8,16.393378454206964,0.03674956336802861,7,7,10.428571428571429,0.013113021850585938
357,10,382,38.2,18.329090418118287,0.14527621013194256,4,4,4.5,0.008106231689453125
358,12,466,38.833333333333336,15.68342108628398,-0.22991374781020313,5,5,6.800000000000001,0.010013580322265625
359,12,583,48.583333333333336,18.75419145070501,-0.6790757693773832,6,7,16.714285714285715,0.012159347534179688
360,14,535,38.214285714285715,17.829010807490874,0.22238004218854138,6,6,10.833333333333334,0.013113021850585938
361,13,543,41.76923076923077,20.51078515543244,-0.11013171336023626,6,6,9.5,0.014066696166992188
362,14,466,33.285714285714285,17.547423967981395,0.04773287756806683,5,5,6.800000000000001,0.012636184692382812
363,11,476,43.27272727272727,20.09522783693138,-0.2211575863337201,5,5,4.8,0.017881393432617188
364,13,433,33.30769230769231,14.337506846174566,-0.04680713275106734,5,5,13.4,0.010967254638671875
365,14,653,46.642857142857146,14.913118349329187,-0.46394376975043516,7,8,18.375,0.016689300537109375
366,10,387,38.7,20.51043095056215,0.19035955271761076,4,5,22.6,0.008106231689453125
367,13,461,35.46153846153846,18.058310112038836,-0.1331013199015027,5,5,7.8,0.013113021850585938
368,15,588,39.2,18.39720475662384,0.07147581801445992,6,7,16.0,0.013113021850585938
369,11,515,46.81818181818182,20.98960781824273,-0.5650113190131612,6,7,26.42857142857143,0.015020370483398438
370,13,443,34.07692307692308,14.186035025460418,-0.2662217376122633,5,5,11.4,0.010013580322265625
371,13,523,40.23076923076923,18.956765925625984,-0.010982463172735275,6,6,12.833333333333332,0.014066696166992188
372,11,370,33.63636363636363,21.657667128630116,0.22488263676398357,4,4,7.5,0.009059906005859375
373,13,626,48.15384615384615,20.04929821650521,-0.5923050925003966,7,8,21.75,0.015735626220703125
374,11,427,38.81818181818182,16.969491340745495,0.40155811276569375,5,5,14.6,0.008821487426757812
375,10,371,37.1,19.501851763928016,0.11438767943538924,4,4,7.249999999999999,0.0069141387939453125
376,10,440,44,18.541245313564506,-0.0540314276527166,5,5,12.0,0.010013580322265625
377,13,478,36.76923076923077,14.52672162002291,-0.019314240239111977,5,6,20.333333333333332,0.012159347534179688
378,13,584,44.92307692307692,20.16375270322772,-0.40683912053184046,6,7,16.57142857142857,0.0152587890625
379,10,444,44.4,19.788885769542457,-0.2472462234461822,5,5,11.200000000000001,0.009059906005859375
380,10,432,43.2,16.725230441860386,-0.30694280988722855,5,5,13.600000000000001,0.010013580322265625
381,11,377,34.27272727272727,20.9718425947312,0.490512458718154,4,4,5.75,0.009059906005859375
382,14,571,40.785714285714285,16.683379898424803,-0.1511579110123048,6,6,4.833333333333333,0.010967254638671875
383,10,356,35.6,16.324487400494046,0.23944861614214502,4,4,11.0,0.007152557373046875
384,12,502,41.833333333333336,18.054630900954386,0.1087021579442156,6,6,16.333333333333332,0.011920928955078125
385,11,361,32.81818181818182,16.690225773297268,0.42210754389901006,4,4,9.75,0.009059906005859375
386,13,423,32.53846153846154,15.777702539847095,0.6961995398856439,5,5,15.4,0.010967254638671875
387,15,586,39.06666666666667,18.774856539937613,0.02524419152274368,6,7,16.28571428571429,0.02002716064453125
388,13,509,39.15384615384615,19.204366490662803,0.10757848916630756,6,6,15.166666666666668,0.010013580322265625
389,15,484,32.266666666666666,20.03378099491908,0.4845619103536215,5,5,3.2,0.015020370483398438
390,11,489,44.45454545454545,15.96473386163162,-0.24593125800456508,5,5,2.1999999999999997,0.009059906005859375
391,10,364,36.4,23.200574705525437,0.22954724221863365,4,4,9.0,0.008821487426757812
392,12,476,39.666666666666664,21.3044311794234,0.08089857706914963,5,5,4.8,0.010013580322265625
393,13,458,35.23076923076923,17.407631689165562,0.6851733702066344,5,5,8.4,0.010013580322265625
394,11,451,41,14.913081505845799,-0.3448695269501711,5,5,9.8,0.008821487426757812
395,13,461,35.46153846153846,17.529096690053105,0.32809673063577915,5,5,7.8,0.011920928955078125
396,14,625,44.642857142857146,15.112944746180306,-0.38843066370367757,7,7,10.714285714285714,0.013828277587890625
397,12,420,35,19.23065734233185,0.3924437779078327,5,5,16.0,0.009775161743164062
398,10,367,36.7,15.888850038802543,0.23773664567686686,4,4,8.25,0.0069141387939453125
399,15,713,47.53333333333333,18.542871817442283,-0.4502505875624358,8,9,20.77777777777778,0.020265579223632812
400,12,544,45.333333333333336,18.317072678655602,-0.16048072868470584,6,7,22.285714285714285,0.015020370483398438
401,14,661,47.214285714285715,19.446884549493234,-0.5039093342343346,7,8,17.375,0.014781951904296875
402,13,365,28.076923076923077,13.585908989718837,0.11760521133564832,4,4,8.75,0.011205673217773438
403,10,424,42.4,19.967751779083972,0.08161013104531235,5,5,15.2,0.010967254638671875
404,12,480,40,22.58317958127243,-0.0922949630714825,5,6,20.0,0.013828277587890625
405,12,430,35.833333333333336,17.113701758497132,0.46567482169590807,5,5,14.000000000000002,0.009059906005859375
406,11,516,46.90909090909091,14.046028231884952,-0.24534991842273912,6,6,14.000000000000002,0.010967254638671875
407,15,683,45.53333333333333,16.14605952222517,-0.12062224626255068,7,8,14.625,0.01811981201171875
408,11,531,48.27272727272727,19.478659651479663,-0.6448222220466386,6,7,24.142857142857142,0.010728836059570312
409,10,413,41.3,17.581871977187816,-0.05485168145100105,5,5,17.4,0.0059604644775390625
410,13,476,36.61538461538461,18.790682360940053,0.2893911940679131,5,5,4.8,0.012874603271484375
411,15,527,35.13333333333333,17.888011414938006,0.3159202214875808,6,6,12.166666666666668,0.014781951904296875
412,15,560,37.333333333333336,16.377975920060916,0.20730705391490828,6,6,6.666666666666667,0.012874603271484375
413,10,480,48,15.705625319186328,-0.6486228227145044,5,6,20.0,0.008821487426757812
414,13,397,30.53846153846154,20.871093984325885,0.8456839199243456,4,5,20.599999999999998,0.010013580322265625
415,13,577,44.38461538461539,19.45309941688154,-0.28793710818733675,6,6,3.833333333333333,0.009775161743164062
416,10,378,37.8,20.64407367206816,0.25323169955500524,4,4,5.5,0.008106231689453125
417,12,511,42.583333333333336,15.441728196577277,0.03228546508725807,6,6,14.833333333333334,0.010013580322265625
418,12,359,29.916666666666668,16.63762621471603,0.427503037150491,4,4,10.25,0.008106231689453125
419,13,437,33.61538461538461,17.22661923467313,0.18310481320418925,5,5,12.6,0.010013580322265625
420,12,486,40.5,17.432988582256655,0.09796068666590511,5,5,2.8000000000000003,0.009059906005859375
421,10,375,37.5,13.52569571018232,0.6721491254698195,4,4,6.25,0.0069141387939453125
422,10,321,32.1,14.654919538048194,0.7113555252449341,4,4,19.75,0.007152557373046875
423,15,592,39.46666666666667,16.839013657348847,-0.22923611624997475,6,7,15.428571428571427,0.014066696166992188
424,14,630,45,16.993211314205176,0.017030658953801077,7,7,10.0,0.013113021850585938
425,15,642,42.8,18.381667886394702,-0.2698763777887865,7,7,8.285714285714285,0.01430511474609375
426,11,362,32.90909090909091,18.40898989871278,0.48471024296878223,4,4,9.5,0.008344650268554688
427,15,627,41.8,18.819442833713982,-0.03220495876527967,7,7,10.428571428571429,0.014781951904296875
428,12,569,47.416666666666664,16.892485329461163,-0.7029800619130245,6,7,18.714285714285715,0.010967254638671875
429,13,506,38.92307692307692,19.99775628439992,0.1486889762153966,6,6,15.666666666666668,0.008821487426757812
430,10,457,45.7,16.746807324250064,0.18231728473188294,5,5,8.6,0.010013580322265625
431,15,540,36,14.540583599999398,-0.41375342157631595,6,6,10.0,0.014066696166992188
432,13,558,42.92307692307692,21.081040211769828,-0.10971408621181224,6,6,7.000000000000001,0.012159347534179688
433,12,563,46.916666666666664,17.56265838923509,-0.4284351590795491,6,7,19.57142857142857,0.013828277587890625
434,11,460,41.81818181818182,15.204066441700272,-0.023151073019219304,5,5,8.0,0.010728836059570312
435,15,636,42.4,18.80273536331502,-0.12702862046575517,7,7,9.142857142857142,0.010967254638671875
436,14,562,40.142857142857146,19.28274295384803,-0.14202082268845856,6,6,6.333333333333334,0.013113021850585938
437,11,406,36.90909090909091,23.513632409538708,0.2733948831272042,5,5,18.8,0.012159347534179688
438,12,504,42,16.158307742177367,0.07158455298815448,6,6,16.0,0.010013580322265625
439,10,403,40.3,12.481541927537995,0.24473516934304648,5,5,19.400000000000002,0.0069141387939453125
440,12,470,39.166666666666664,20.381958748467785,0.09734778620395271,5,5,6.0,0.011920928955078125
441,10,428,42.8,18.140194780284656,-0.13319678142503877,5,5,14.399999999999999,0.010013580322265625
442,11,453,41.18181818181818,18.845785639331577,-0.4533860048194392,5,5,9.4,0.010013580322265625
443,11,449,40.81818181818182,19.640866487088505,-0.04352762399872017,5,5,10.2,0.011205673217773438
444,15,619,41.266666666666666,13.863964938267978,0.45629600805964043,7,7,11.571428571428571,0.014066696166992188
445,14,581,41.5,15.668439615992398,-0.5298925528668895,6,6,3.166666666666667,0.011920928955078125
446,12,430,35.833333333333336,15.879279427968862,0.32103207442882553,5,5,14.000000000000002,0.010967254638671875
447,15,711,47.4,20.23010486520381,-0.46376204294309054,8,9,21.0,0.019788742065429688
448,14,540,38.57142857142857,15.877968702258174,0.08152719082651337,6,6,10.0,0.013113021850585938
449,13,564,43.38461538461539,15.929733527476543,-0.6623329647080743,6,7,19.428571428571427,0.015020370483398438
450,15,724,48.266666666666666,17.119190011991417,-0.3032401862336026,8,8,9.5,0.015020370483398438
451,12,536,44.666666666666664,19.94234112878851,-0.24545941508709168,6,7,23.42857142857143,0.014066696166992188
452,15,621,41.4,17.64652940382329,0.2578225067886585,7,7,11.285714285714285,0.015020370483398438
453,12,527,43.916666666666664,18.00736381359447,-0.25307952688048296,6,6,12.166666666666668,0.010967254638671875
454,14,539,38.5,18.620708075440344,0.16063863533982392,6,6,10.166666666666666,0.013113021850585938
455,11,441,40.09090909090909,19.028686478338674,0.3820159705155585,5,5,11.799999999999999,0.010013580322265625
456,15,487,32.46666666666667,16.154904901637533,0.2973703766393972,5,5,2.6,0.011682510375976562
457,11,461,41.90909090909091,17.33467360785628,-0.42091274366706544,5,5,7.8,0.010013580322265625
458,15,537,35.8,18.46309059409378,0.3025680578744316,6,6,10.5,0.014066696166992188
459,14,466,33.285714285714285,18.722378922761727,0.35516474411617804,5,5,6.800000000000001,0.013828277587890625
460,13,491,37.76923076923077,17.991450961284578,0.21585949070445795,5,6,18.166666666666668,0.011920928955078125
461,14,589,42.07142857142857,17.954919127612936,0.2427429866186178,6,7,15.857142857142856,0.011682510375976562
462,13,382,29.384615384615383,15.929733527476543,0.5333388687772245,4,4,4.5,0.010013580322265625
463,15,593,39.53333333333333,18.916608978305156,-0.3278420163151534,6,6,1.1666666666666667,0.013113021850585938
464,15,490,32.666666666666664,16.36488691710162,0.312881977055336,5,5,2.0,0.012159347534179688
465,15,573,38.2,14.977125415589125,-0.5440627294571618,6,6,4.5,0.012874603271484375
466,10,348,34.8,16.91022044668713,0.17930124767172273,4,4,13.0,0.0069141387939453125
467,14,504,36,15.6352658583581,0.278858051940698,6,6,16.0,0.010967254638671875
468,11,391,35.54545454545455,22.375717357723467,0.26614338458890385,4,5,21.8,0.008106231689453125
469,14,584,41.714285714285715,20.086078498565854,-0.18749793473166715,6,7,16.57142857142857,0.016689300537109375
470,11,385,35,20.498780451529306,0.39799697860855027,4,5,23.0,0.007867813110351562
471,12,504,42,20.167480574610025,-0.23010815930346015,6,6,16.0,0.013113021850585938
472,10,422,42.2,17.11269833908272,-0.0020641109022719786,5,5,15.6,0.0069141387939453125
473,12,437,36.416666666666664,16.860164634876835,0.4923311816752874,5,5,12.6,0.008821487426757812
474,13,598,46,17.944358444926362,-0.5644938072054493,6,8,25.25,0.015974044799804688
475,10,468,46.8,19.193748982416125,-0.28390079114636263,5,6,22.0,0.010013580322265625
476,15,681,45.4,18.631003346956,-0.4541815827952616,7,8,14.875,0.01811981201171875
477,13,464,35.69230769230769,19.93900956828354,0.2369318064440594,5,5,7.199999999999999,0.011205673217773438
478,15,722,48.13333333333333,10.662796917096287,-0.6479495800796573,8,8,9.75,0.01621246337890625
479,10,432,43.2,10.881176406988354,-0.2800087242742919,5,5,13.600000000000001,0.010013580322265625
480,11,491,44.63636363636363,21.46286433481201,-0.4668418886667978,5,6,18.166666666666668,0.011205673217773438
481,13,471,36.23076923076923,17.621737741370488,0.3593550688705888,5,5,5.800000000000001,0.009775161743164062
482,11,451,41,14.184498581197715,-0.12155524872150271,5,5,9.8,0.009298324584960938
483,13,452,34.76923076923077,16.70406061488167,0.12000454571760173,5,5,9.6,0.009775161743164062
484,10,413,41.3,17.66383625125389,-0.613112681598574,5,5,17.4,0.007867813110351562
485,14,608,43.42857142857143,17.48720097105874,-0.07902530710606348,7,7,13.142857142857142,0.014066696166992188
486,12,507,42.25,14.21346992372824,-0.7190306619940893,6,6,15.5,0.010013580322265625
487,15,569,37.93333333333333,18.55288451453099,0.05045130926607029,6,6,5.166666666666667,0.011920928955078125
488,11,438,39.81818181818182,17.12202197065628,-0.14037573059415986,5,5,12.4,0.012159347534179688
489,11,477,43.36363636363637,19.10640064100367,-0.010256837643045332,5,5,4.6,0.010013580322265625
490,10,464,46.4,19.126479608705367,-0.6750357859244323,5,6,22.666666666666664,0.010013580322265625
491,13,513,39.46153846153846,17.03239748545589,-0.3144623875562276,6,6,14.499999999999998,0.013113021850585938
492,14,641,45.785714285714285,19.753007838841118,-0.3331931395766452,7,8,19.875,0.015974044799804688
493,13,650,50,12.409673645990857,-0.03091268912944516,7,7,7.142857142857142,0.011205673217773438
494,11,394,35.81818181818182,13.840651587394156,0.38426026396812707,4,5,21.2,0.009059906005859375
495,15,672,44.8,16.116539862602554,-0.12009490010624341,7,7,4.0,0.014066696166992188
496,14,624,44.57142857142857,14.595648907567181,-0.4783309021025408,7,8,22.0,0.018835067749023438
497,12,553,46.083333333333336,13.793663455193892,-0.3697987745015456,6,6,7.833333333333334,0.013113021850585938
498,15,620,41.333333333333336,21.019265539250505,-0.17018868984752686,7,7,11.428571428571429,0.0171661376953125
499,10,359,35.9,17.73540088197739,0.23450948429391744,4,4,10.25,0.008821487426757812
500,11,449,40.81818181818182,19.878723207581427,-0.22033043356699544,5,5,10.2,0.010967254638671875
501,13,586,45.07692307692308,15.829621697214469,-0.4543181337886895,6,7,16.28571428571429,0.012874603271484375
502,14,668,47.714285714285715,15.968375339683464,-0.6663732137397399,7,9,25.77777777777778,0.019788742065429688
503,12,514,42.833333333333336,20.64343758077891,-0.33991857024963534,6,6,14.333333333333334,0.011682510375976562
504,11,566,51.45454545454545,8.959504856448667,-0.2228045838315116,6,7,19.142857142857142,0.010251998901367188
505,11,390,35.45454545454545,17.54630238177626,0.25848377634221464,4,4,2.5,0.010013580322265625
506,14,414,29.571428571428573,14.965161006686294,0.699729174165236,5,5,17.2,0.012159347534179688
507,13,561,43.15384615384615,21.832109967683508,-0.22205884506560225,6,7,19.857142857142858,0.01621246337890625
508,15,557,37.13333333333333,15.202756642260953,-0.018941542759396822,6,6,7.166666666666667,0.012636184692382812
509,14,486,34.714285714285715,13.436051225247414,0.6943244699072231,5,5,2.8000000000000003,0.010967254638671875
510,12,526,43.833333333333336,18.610033136277146,-0.47894403530494617,6,6,12.333333333333334,0.010967254638671875
511,15,667,44.46666666666667,18.054942602538297,-0.07679521409912926,7,7,4.714285714285714,0.013828277587890625
